PRODUCCION;PROD_ACUMULADA;RECHAZO_TOTAL;RECHAZO_CAJA_MANGA;RECHAZO_LINEA;RECUP_PROCESO;RECUP_TRADICIONAL;PRODUCT_PROCESO;PRODUCT_TOTAL;COSTO_PROY_ACTUAL;TIPO_PRODUCTO;AB_RECUPERADO;RPS;DISPON_REFERENCIAL;PERDIDAS_EQUIPOS;PERDIDAS_PROCESO;INGRESO_ACIDULACION;SET_POINT_ACIDULACION;CANTIDAD_LF;CANT_TOTAL_LF_DIEMME;CANTIDAD_LF_DIEMME_1;PORC_CANT_LF_DIEMME_1;CANTIDAD_LF_DIEMME_2;PORC_CANT_LF_DIEMME_2;CONSU_PULPA_DIEMME_1;CONSU_PULPA_DIEMME_2;CANTIDAD_LF_HOESCH;N_FILTRADAS_DIEMME;N_FILTRADAS_HOESCH;LF_BAJADO;PORC_CARGA_DIEMME;PORC_APORTE_AM_DIEMME;M3_FILTRADA_DIEMME;M3_FILTRADA_HOESCH;B2O3_AM_INGRESO_RX;LEY_ULEXITA;ULEXITA_DIARIA;ACIDO_SULFU_DIARIO;FACT_DESV_PESOMETRO;PORC_CARGA_PNNEVIS;PORC_ENVASADO_H4;REC_PROCESO_ACUM;REC_TRADICIONAL_ACUM;FILTRADAS_DMM_1;FILTRADAS_DMM_2;PROD_ACUMULADA_MES;PROD_ACUMULADA_TOTAL;PROMEDIO_D1;PROMEDIO_D2;PROM_TOTAL_DIEMME;PROMEDIO_HOESCH;CONSUMO_AGUA_DIA;PORC_PRODUCCION_SACOS
310,109;7078,194;29,684;21,000;8,684;0,720;0,720;110,643;110,643;519,300;GI;60,230;14,000;0,888;0,408;0,592;38,916;39,000;2795,100;2057,027;1041,771;0,506;1015,256;0,494;1493,000;1455,000;738,073;41,000;20,000;2802,800;0,736;0,293;50,171;36,904;57,140;17,800;1361,480;220,812;0,698;0,661;0,925;0,733;0,733;21,000;20,000;111,248;111,248;17,885;19,075;36,960;23,965;1244,420;0,547
295,800;7373,994;25,900;16,000;9,900;0,710;0,710;109,135;109,135;520,300;GI;40,340;10,000;0,859;0,484;0,516;38,104;39,000;2718,100;1909,343;956,379;0,501;952,964;0,499;1400,000;1395,000;808,757;40,000;25,000;2710,400;0,702;0,287;47,734;32,350;57,480;16,690;1406,580;218,257;0,736;0,624;0,920;0,732;0,732;20,000;20,000;111,162;111,162;17,975;19,114;37,089;24,008;1297,880;0,626
305,000;7678,994;39,250;30,000;9,250;0,703;0,703;105,910;105,910;521,300;GI;44,260;11,000;0,913;0,226;0,774;37,492;39,000;2879,800;1792,363;910,450;0,508;881,913;0,492;1340,000;1298,000;1087,437;37,000;33,000;2879,800;0,622;0,282;48,442;32,953;55,170;16,780;1454,860;229,308;0,709;0,627;0,881;0,731;0,731;19,000;18,000;110,944;110,944;18,016;19,069;37,085;24,372;1237,750;0,623
292,000;7970,994;21,000;14,000;7,000;0,725;0,725;104,757;104,757;521,800;GI;56,040;14,000;0,884;0,336;0,664;38,537;39,000;2787,400;1919,809;993,817;0,518;925,992;0,482;1392,000;1297,000;867,591;35,000;24,000;2787,400;0,689;0,272;54,852;36,150;61,700;17,120;1324,910;209,236;0,716;0,582;0,919;0,731;0,731;18,000;17,000;110,704;110,704;18,016;18,988;37,004;24,358;1223,730;0,682
314,000;8284,994;26,900;17,000;9,900;0,731;0,731;115,196;115,196;521,400;GI;54,150;14,000;0,864;0,610;0,390;39,284;39,000;2725,800;1574,836;908,284;0,577;666,552;0,423;1270,000;932,000;1150,964;32,000;36,000;2725,800;0,578;0,312;49,214;31,971;55,620;17,010;1421,310;219,835;0,857;0,685;0,941;0,731;0,731;19,000;13,000;110,868;110,868;18,052;18,764;36,816;24,794;1218,690;0,812
321,075;8606,069;32,650;26,000;6,650;0,711;0,711;116,151;116,151;521,000;GI;47,710;11,000;0,876;0,602;0,398;40,023;39,000;2764,300;1630,018;897,681;0,551;732,337;0,449;1265,000;1032,000;1134,282;31,000;35,000;2764,300;0,590;0,298;52,581;32,408;55,440;17,220;1476,070;236,965;0,793;0,533;0,956;0,730;0,730;18,000;13,000;111,056;111,056;18,051;18,556;36,606;25,162;1356,150;0,807
336,095;8942,164;32,970;23,000;9,970;0,767;0,767;118,934;118,934;519,400;GI;65,690;14,000;0,896;0,647;0,353;40,228;39,000;2825,900;2302,989;932,451;0,405;1370,538;0,595;1309,000;1924,000;522,911;42,000;15,000;2825,900;0,815;0,347;54,833;34,861;58,710;17,210;1433,570;210,847;0,790;0,679;0,953;0,731;0,731;18,000;24,000;111,334;111,334;18,049;18,746;36,794;24,808;1268,810;0,687
328,825;9270,989;22,000;15,000;7,000;0,732;0,732;112,975;112,975;518,800;GI;62,310;14,000;0,923;0,267;0,733;40,279;39,000;2910,600;2154,583;903,512;0,419;1251,071;0,581;1292,000;1789,000;756,017;41,000;20,000;2910,600;0,740;0,341;52,551;37,801;54,220;17,640;1435,020;236,657;0,725;0,640;0,954;0,731;0,731;18,000;23,000;111,391;111,391;18,047;18,889;36,936;24,646;1351,150;0,933
330,871;9601,860;29,121;20,000;9,121;0,747;0,747;113,678;113,678;526,200;GI;47,930;11,000;0,923;0,281;0,719;39,014;39,000;2910,600;2135,867;970,576;0,454;1165,291;0,546;1296,000;1556,000;774,733;39,000;22,000;2910,600;0,734;0,305;54,766;35,215;58,520;17,370;1435,745;220,199;0,761;0,639;0,946;0,732;0,732;19,000;20,000;111,468;111,468;18,078;18,925;37,003;24,560;1248,140;0,912
320,400;320,400;23,000;16,000;7,000;0,714;0,714;110,372;110,372;521,900;GI;44,150;11,000;0,920;0,240;0,760;40,283;39,000;2902,900;2130,113;992,938;0,466;1137,175;0,534;1425,000;1632,000;772,787;41,000;25,000;2902,900;0,734;0,331;51,954;30,911;55,770;17,540;1440,510;244,794;0,706;0,654;0,974;0,714;0,714;20,000;21,000;110,372;110,372;20,000;21,000;41,000;25,000;1215,830;0,928
330,070;650,470;21,170;11,000;10,170;0,746;0,746;115,542;115,542;511,800;GI;56,110;14,000;0,906;0,447;0,553;39,054;39,000;2856,700;2278,635;1037,433;0,455;1241,201;0,545;1395,000;1669,000;578,065;40,000;17,000;2856,700;0,798;0,325;56,966;34,004;59,830;16,630;1498,200;222,828;0,804;0,649;0,948;0,730;0,730;19,000;21,000;112,937;112,937;19,500;21,000;40,500;21,000;1161,010;0,912
330,400;980,870;22,900;12,000;10,900;0,729;0,729;116,285;116,285;508,300;GI;54,840;14,000;0,901;0,501;0,499;39,087;39,000;2841,300;1919,418;940,891;0,490;978,527;0,510;1275,000;1326,000;921,882;34,000;29,000;2841,300;0,676;0,292;56,453;31,789;57,340;17,060;1496,410;230,879;0,787;0,601;0,949;0,729;0,729;17,000;17,000;114,043;114,043;18,667;19,667;38,333;23,667;1176,130;0,931
342,610;1323,480;20,310;9,000;11,310;0,730;0,730;115,872;115,872;504,100;GI;55,440;14,000;0,937;0,189;0,811;38,490;39,000;2949,100;1869,365;701,718;0,375;1167,647;0,625;994,000;1654,000;1079,735;36,000;32,000;2956,800;0,634;0,236;51,927;33,742;55,020;16,610;1590,740;240,387;0,802;0,605;0,973;0,730;0,730;14,000;22,000;114,511;114,511;17,500;20,250;37,750;25,750;1070,570;0,935
310,082;1633,562;22,882;14,000;8,882;0,727;0,727;109,430;109,430;507,800;GI;53,150;13,000;0,898;0,343;0,657;39,519;39,000;2841,300;1897,162;723,825;0,382;1173,337;0,618;1037,000;1681,000;944,138;35,000;32,000;2833,600;0,668;0,240;54,205;29,504;56,470;16,290;1473,020;219,510;0,791;0,638;0,961;0,729;0,729;13,000;22,000;113,510;113,510;16,600;20,600;37,200;27,000;1330,890;0,926
337,000;1970,562;23,000;17,000;6,000;0,730;0,730;112,510;112,510;506,200;GI;58,770;14,000;0,950;0,006;0,994;37,727;39,000;2995,300;2479,202;1322,886;0,534;1156,316;0,466;1779,000;1555,000;516,098;42,000;15,000;2995,300;0,828;0,349;59,029;34,407;56,530;16,720;1554,730;235,870;0,781;0,625;0,929;0,729;0,729;22,000;20,000;113,338;113,338;17,500;20,500;38,000;25,000;1264,610;0,840
347,117;2317,679;34,092;18,000;16,092;0,748;0,748;116,788;116,788;503,900;GI;47,210;11,000;0,942;0,141;0,859;39,330;39,000;2972,200;2514,847;1314,310;0,523;1200,537;0,477;1779,000;1625,000;457,353;45,000;13,000;2972,200;0,846;0,385;55,885;35,181;58,090;16,520;1582,280;231,820;0,843;0,627;0,939;0,732;0,732;23,000;22,000;113,842;113,842;18,286;20,714;39,000;23,286;1289,140;0,902
340,069;2657,748;18,644;7,000;11,644;0,735;0,735;117,773;117,773;502,900;GI;46,990;11,000;0,915;0,471;0,529;39,604;39,000;2887,500;2458,596;1307,436;0,532;1151,160;0,468;1782,000;1569,000;428,904;45,000;13,000;2887,500;0,851;0,358;54,635;32,993;59,290;16,360;1592,410;233,870;0,844;0,625;0,922;0,732;0,732;23,000;22,000;114,330;114,330;18,875;20,875;39,750;22,000;1194,750;0,925
326,000;2983,748;22,000;12,000;10,000;0,725;0,725;113,202;113,202;503,200;GI;43,920;11,000;0,913;0,338;0,662;39,387;39,000;2879,800;2241,058;1155,123;0,515;1085,935;0,485;1536,000;1444,000;638,742;39,000;20,000;2879,800;0,778;0,318;57,463;31,937;57,690;16,300;1551,990;231,850;0,842;0,625;0,942;0,732;0,732;19,000;20,000;114,206;114,206;18,889;20,778;39,667;21,778;1275,380;0,933
327,000;3310,748;28,600;19,000;9,600;0,731;0,731;116,349;116,349;502,900;GI;54,500;14,000;0,891;0,551;0,449;40,584;39,000;2810,500;1874,330;978,495;0,522;895,834;0,478;1456,000;1333,000;936,170;38,000;27,000;2810,500;0,667;0,304;49,324;34,673;63,270;16,730;1506,420;228,475;0,860;0,605;0,890;0,731;0,731;19,000;19,000;114,414;114,414;18,900;20,600;39,500;22,300;1177,360;0,913
340,060;3650,808;34,360;24,000;10,360;0,729;0,729;115,915;115,915;502,200;GI;54,560;14,000;0,930;0,272;0,728;38,303;39,000;2933,700;1820,788;977,668;0,537;843,120;0,463;1446,000;1247,000;1112,912;36,000;30,000;2933,700;0,621;0,278;50,577;37,097;61,010;16,710;1572,940;239,052;0,789;0,551;0,929;0,731;0,731;18,000;18,000;114,552;114,552;18,818;20,364;39,182;23,000;1215,330;0,899
330,020;3980,828;40,845;27,000;13,845;0,720;0,720;116,467;116,467;502,500;GI;55,210;14,000;0,898;0,520;0,480;37,217;39,000;2856,700;1974,561;1303,726;0,660;670,835;0,340;1718,000;884,000;882,139;35,000;30,000;2833,600;0,691;0,368;56,416;29,405;60,610;16,790;1536,650;238,482;0,774;0,632;0,940;0,730;0,730;23,000;12,000;114,708;114,708;19,167;19,667;38,833;23,583;1440,910;0,876
342,425;4323,253;34,000;25,000;9,000;0,740;0,740;116,112;116,112;501,800;GI;61,310;13,000;0,935;0,224;0,776;37,512;39,000;2941,400;2369,444;1175,538;0,496;1193,906;0,504;1600,000;1625,000;571,956;42,000;18,000;2949,100;0,806;0,368;56,415;31,775;65,300;16,890;1542,560;233,432;0,853;0,623;0,927;0,731;0,731;21,000;21,000;114,818;114,818;19,308;19,769;39,077;23,154;1231,600;0,901
350,700;4673,953;34,700;26,000;8,700;0,739;0,739;117,385;117,385;500,400;GI;47,690;11,000;0,947;0,063;0,937;39,609;39,000;2987,600;2575,147;1282,101;0,498;1293,046;0,502;1757,000;1772,000;412,453;46,000;13,000;2987,600;0,862;0,358;55,981;31,727;60,345;16,950;1576,780;240,833;0,904;0,628;0,940;0,732;0,732;23,000;23,000;115,007;115,007;19,571;20,000;39,571;22,429;1199,770;0,901
335,092;5009,045;34,092;22,000;12,092;0,753;0,753;118,579;118,579;500,600;GI;44,030;10,000;0,896;0,627;0,373;39,858;39,000;2818,200;2244,617;994,365;0,443;1250,252;0,557;1465,000;1842,000;573,583;43,000;13,000;2825,900;0,796;0,303;52,200;44,122;59,430;17,240;1453,730;218,953;0,868;0,636;0,937;0,733;0,733;19,000;24,000;115,239;115,239;19,533;20,267;39,800;21,800;1342,040;0,899
345,700;5354,745;36,000;27,000;9,000;0,747;0,747;117,222;117,222;500,500;Estándar;65,970;14,000;0,935;0,256;0,744;38,734;39,000;2949,100;2663,231;1291,626;0,485;1371,605;0,515;1728,000;1835,000;285,869;45,000;8,000;2949,100;0,903;0,357;59,183;35,734;61,990;17,430;1494,540;233,724;0,873;0,547;0,925;0,734;0,734;22,000;23,000;115,365;115,365;19,688;20,438;40,125;20,938;1332,470;0,365
301,592;5656,337;36,342;27,000;9,342;0,723;0,723;108,198;108,198;502,400;Estándar;34,950;9,000;0,884;0,384;0,616;40,981;39,000;2787,400;2229,739;1101,544;0,494;1128,195;0,506;1488,000;1524,000;557,661;38,000;16,000;2787,400;0,800;0,350;58,677;34,854;56,860;17,660;1329,260;216,125;0,816;0,526;0,847;0,733;0,733;19,000;19,000;114,959;114,959;19,647;20,353;40,000;20,647;1165,170;0,183
300,425;5956,762;31,700;26,000;5,700;0,737;0,737;108,984;108,984;504,200;Estándar/LCD;53,570;14,000;0,874;0,433;0,567;39,106;40,000;2756,600;2287,851;1018,010;0,445;1269,841;0,555;1334,000;1664,000;468,749;38,000;12,000;2756,600;0,830;0,336;60,207;39,062;63,970;16,920;1355,850;206,917;0,820;0,525;0,785;0,734;0,734;17,000;21,000;114,642;114,642;19,500;20,389;39,889;20,167;1295,730;0,170
321,705;6278,467;39,480;31,000;8,480;0,721;0,721;111,711;111,711;504,900;Estándar;53,730;14,000;0,913;0,307;0,693;38,550;39,000;2879,800;1893,812;1056,878;0,558;836,933;0,442;1480,000;1172,000;985,988;34,000;29,000;2879,800;0,658;0,323;55,700;34,000;59,000;16,990;1478,110;232,265;0,822;0,625;0,909;0,733;0,733;19,000;15,000;114,488;114,488;19,474;20,105;39,579;20,632;1309,480;0,334
350,080;6628,547;34,080;25,000;9,080;0,740;0,740;115,687;115,687;503,600;GI;53,410;14,000;0,959;0,559;1,000;39,569;39,000;3018,400;2435,841;1221,023;0,501;1214,818;0,499;1574,000;1566,000;582,559;41,000;17,000;3026,100;0,807;0,338;59,411;34,268;59,200;16,930;1573,290;239,011;0,838;0,603;0,926;0,733;0,733;20,000;21,000;114,551;114,551;19,500;20,150;39,650;20,450;1171,830;0,903
350,500;6979,047;34,000;27,000;7,000;0,750;0,750;116,121;116,121;502,300;GI;30,900;8,000;0,957;0,559;1,000;39,007;39,000;3026,100;2345,343;1134,143;0,484;1211,199;0,516;1516,000;1619,000;680,757;40,000;22,000;3018,400;0,775;0,282;58,634;30,944;56,440;16,750;1571,060;232,882;0,853;0,611;0,913;0,734;0,734;19,000;21,000;114,629;114,629;19,476;20,190;39,667;20,524;1263,670;0,903
335,077;7314,124;32,077;22,000;10,077;0,724;0,724;113,620;113,620;502,100;GI;36,980;9,000;0,935;0,175;0,825;41,044;39,000;2949,100;2381,463;1256,385;0,528;1125,078;0,472;1751,000;1568,000;567,637;43,000;16,000;2949,100;0,808;0,328;55,383;35,477;54,380;16,840;1547,670;240,213;0,862;0,590;0,936;0,734;0,734;22,000;21,000;114,582;114,582;19,591;20,227;39,818;20,318;1307,220;0,883
335,200;7649,324;35,000;27,000;8,000;0,730;0,730;113,071;113,071;501,800;GI;57,710;14,000;0,940;0,119;0,881;37,548;33,900;2964,500;2172,459;1169,785;0,538;1002,673;0,462;1568,000;1344,000;792,041;38,000;23,000;2964,500;0,733;0,299;57,170;34,437;57,920;16,940;1526,910;234,414;0,831;0,604;0,896;0,733;0,733;20,000;18,000;114,515;114,515;19,609;20,130;39,739;20,435;1111,850;0,758
315,147;7964,471;31,000;24,000;7,000;0,713;0,713;113,689;113,689;502,400;GI;56,130;14,000;0,879;0,517;0,483;41,636;39,000;2772,000;2156,149;1125,312;0,522;1030,837;0,478;1608,000;1473,000;615,851;42,000;19,000;2772,000;0,778;0,310;51,337;32,413;59,680;16,750;1486,650;232,208;0,871;0,534;0,949;0,733;0,733;21,000;21,000;114,482;114,482;19,667;20,167;39,833;20,375;1177,960;0,887
321,435;8285,906;37,560;27,000;10,560;0,729;0,729;115,958;115,958;502,600;GI;43,620;11,000;0,879;0,586;0,414;41,194;39,000;2772,000;1461,291;663,354;0,454;797,937;0,546;971,000;1168,000;1310,709;31,000;40,000;2772,000;0,527;0,226;47,138;32,768;55,200;16,280;1525,810;221,648;0,871;0,615;0,958;0,732;0,732;13,000;18,000;114,539;114,539;19,400;20,080;39,480;21,160;984,680;0,883
320,000;8605,906;33,000;25,000;8,000;0,736;0,736;118,064;118,064;502,500;GI;51,540;13,000;0,859;0,725;0,275;40,678;39,000;2710,400;1727,334;1050,067;0,608;677,266;0,392;1552,000;1001,000;983,066;37,000;30,000;2710,400;0,637;0,266;46,685;32,769;60,100;16,730;1463,610;219,907;0,837;0,633;0,863;0,733;0,733;21,000;16,000;114,666;114,666;19,462;19,923;39,385;21,500;1142,560;0,697
304,000;8909,906;35,700;24,000;11,700;0,725;0,725;112,161;112,161;503,500;GI;47,910;12,000;0,859;0,545;0,455;39,351;39,000;2710,400;1690,685;1027,855;0,608;662,829;0,392;1422,000;917,000;1019,715;33,000;36,000;2710,400;0,624;0,275;51,233;28,325;62,380;16,570;1425,310;218,677;0,814;0,668;0,904;0,732;0,732;19,000;14,000;114,579;114,579;19,444;19,704;39,148;22,037;1097,120;0,761
334,200;9244,106;34,400;24,000;10,400;0,720;0,720;115,126;115,126;503,400;GI;47,860;12,000;0,920;0,336;0,664;39,380;39,000;2902,900;1895,021;957,875;0,505;937,145;0,495;1340,000;1311,000;1007,879;38,000;36,000;2902,900;0,653;0,273;49,869;27,997;54,360;16,680;1567,730;242,406;0,824;0,664;0,925;0,732;0,732;18,000;20,000;114,598;114,598;19,393;19,714;39,107;22,536;1289,320;0,897
313,374;9557,480;33,024;25,000;8,024;0,707;0,707;114,966;114,966;504,000;GI;46,060;11,000;0,864;0,604;0,396;39,952;39,000;2725,800;1645,929;862,703;0,524;783,226;0,476;1270,000;1153,000;1079,871;36,000;36,000;2725,800;0,604;0,202;45,720;29,996;55,680;16,890;1478,160;231,909;0,738;0,693;0,946;0,731;0,731;17,000;19,000;114,610;114,610;19,310;19,690;39,000;23,000;1240,930;0,895
341,177;9898,657;29,702;22,000;7,702;0,736;0,736;114,789;114,789;503,400;GI;57,390;14,000;0,942;0,110;0,890;34,590;31,500;2972,200;1877,151;1282,919;0,683;594,231;0,317;1820,000;843,000;1095,049;34,000;36,000;2972,200;0,632;0,282;55,210;30,418;60,100;17,110;1524,870;234,887;0,788;0,638;0,894;0,731;0,731;23,000;11,000;114,617;114,617;19,433;19,400;38,833;23,433;1352,030;0,819
340,907;10239,564;38,907;27,000;11,907;0,751;0,751;114,107;114,107;526,500;GI;59,930;14,000;0,947;0,041;0,959;39,722;35,000;2987,600;2669,283;1167,628;0,437;1501,655;0,563;1594,000;2050,000;318,317;43,000;8,000;2987,600;0,893;0,316;62,076;39,790;62,170;17,270;1478,720;223,854;0,792;0,602;0,865;0,732;0,732;19,000;24,000;114,600;114,600;19,419;19,548;38,968;22,935;1245,700;0,886
309,630;309,630;28,800;20,000;8,800;0,731;0,731;110,169;110,169;546,300;GI;47,660;11,000;0,891;0,389;0,611;37,558;32,600;2810,500;2265,566;981,345;0,433;1284,221;0,567;1309,000;1713,000;544,934;39,000;18,000;2810,500;0,806;0,283;58,091;30,274;60,290;16,990;1402,890;214,528;0,733;0,607;0,868;0,731;0,731;17,000;22,000;110,169;110,169;17,000;22,000;39,000;18,000;1191,550;0,885
284,600;594,230;14,000;8,000;6,000;0,730;0,730;106,516;106,516;560,800;GI;39,310;10,000;0,847;0,476;0,524;35,324;36,000;2656,500;2132,775;1121,721;0,526;1011,054;0,474;1490,000;1343,000;523,725;35,000;14,000;2671,900;0,803;0,273;60,936;37,409;58,960;17,270;1270,060;198,420;0,723;0,593;0,803;0,731;0,731;18,000;17,000;108,389;108,389;17,500;19,500;37,000;16,000;1190,080;0,940
336,300;930,530;29,500;18,000;11,500;0,730;0,730;113,149;113,149;547,500;GI;44,640;12,000;0,942;0,094;0,906;36,654;36,000;2972,200;2110,212;1013,164;0,480;1097,048;0,520;1389,000;1504,000;861,988;39,000;27,000;2972,200;0,710;0,275;54,108;31,925;53,750;17,270;1502,270;234,348;0,727;0,648;0,878;0,731;0,731;19,000;20,000;110,062;110,062;18,000;19,667;37,667;19,667;1188,990;0,907
330,100;1260,630;28,200;19,000;9,200;0,734;0,734;114,933;114,933;544,100;GI;44,060;11,000;0,910;0,398;0,602;35,640;36,000;2864,400;2098,705;1031,109;0,491;1067,596;0,509;1413,000;1463,000;765,695;40,000;24,000;2872,100;0,733;0,276;52,468;31,904;55,180;17,060;1484,560;227,720;0,720;0,673;0,919;0,731;0,731;20,000;20,000;111,297;111,297;18,500;19,750;38,250;20,750;1294,190;0,915
315,075;1575,705;32,200;21,000;11,200;0,720;0,720;107,965;107,965;546,400;GI;44,610;11,000;0,925;0,180;0,820;38,143;36,000;2926,000;2209,178;1089,325;0,493;1119,853;0,507;1463,000;1504,000;716,822;40,000;22,000;2918,300;0,755;0,271;55,229;32,583;60,190;17,120;1438,730;226,098;0,720;0,650;0,962;0,729;0,729;20,000;20,000;110,615;110,615;18,800;19,800;38,600;21,000;1088,770;0,898
321,675;1897,380;24,000;17,000;7,000;0,731;0,731;109,648;109,648;548,500;Estándar;58,750;14,000;0,930;0,165;0,835;37,377;36,000;2926,000;2374,466;1159,164;0,488;1215,302;0,512;1528,000;1602,000;551,534;41,000;16,000;2933,700;0,812;0,267;57,914;34,471;59,630;16,760;1477,430;225,779;0,735;0,600;0,944;0,729;0,729;20,000;21,000;110,450;110,450;19,000;20,000;39,000;20,167;1270,020;0,409
305,654;2203,034;27,354;17,000;10,354;0,724;0,724;111,504;111,504;550,700;Estándar;57,380;14,000;0,869;0,499;0,501;35,051;35,900;2741,200;1956,218;934,409;0,478;1021,810;0,522;1315,000;1438,000;784,982;37,000;24,000;2741,200;0,714;0,240;52,871;32,708;59,110;17,000;1397,500;216,116;0,731;0,577;0,920;0,729;0,729;18,000;19,000;110,595;110,595;18,857;19,857;38,714;20,714;1210,510;0,058
287,510;2490,544;30,610;24,000;6,610;0,701;0,701;105,180;105,180;557,300;Estándar/LCD;55,800;14,000;0,867;0,399;0,601;39,158;38,000;2733,500;1977,514;1149,270;0,581;828,245;0,419;1432,000;1032,000;755,986;34,000;29,000;2733,500;0,723;0,247;58,162;26,068;55,220;16,770;1377,620;214,668;0,696;0,705;0,866;0,725;0,725;20,000;14,000;109,941;109,941;19,000;19,125;38,125;21,750;1334,570;0,088
310,057;2800,601;22,732;16,000;6,732;0,704;0,704;109,125;109,125;558,500;Estándar;54,930;14,000;0,901;0,327;0,673;32,982;32,200;2841,300;2044,515;982,203;0,480;1062,312;0,520;1410,000;1525,000;796,785;41,000;20,000;2841,300;0,720;0,495;49,866;39,839;57,760;16,840;1471,810;232,943;0,686;0,650;0,927;0,723;0,723;20,000;21,000;109,850;109,850;19,111;19,333;38,444;21,556;1408,650;0,117
305,000;3105,601;35,150;26,000;9,150;0,710;0,710;110,029;110,029;558,300;GI;41,430;10,000;0,879;0,435;0,565;36,126;36,000;2772,000;1830,375;968,280;0,529;862,096;0,471;1304,000;1161,000;941,625;37,000;34,000;2772,000;0,660;0,232;49,470;27,695;60,720;16,810;1438,080;224,314;0,694;0,654;0,961;0,722;0,722;20,000;17,000;109,868;109,868;19,200;19,100;38,300;22,800;1134,510;0,882
290,000;3395,601;31,000;22,000;9,000;0,712;0,712;107,915;107,915;559,800;GI;44,060;11,000;0,852;0,484;0,516;37,297;36,000;2687,300;1707,242;882,678;0,517;824,564;0,483;1367,000;1277,000;980,058;39,000;26,000;2687,300;0,635;0,221;43,775;37,695;66,020;17,010;1348,380;210,499;0,691;0,625;0,960;0,721;0,721;20,000;19,000;109,698;109,698;19,273;19,091;38,364;23,091;1218,660;0,890
316,000;3711,601;31,600;24,000;7,600;0,727;0,727;114,315;114,315;559,000;GI;40,490;10,000;0,876;0,544;0,456;36,855;36,000;2764,300;1675,451;872,056;0,520;803,395;0,480;1232,000;1135,000;1088,849;35,000;32,000;2764,300;0,606;0,189;47,870;34,027;61,050;17,190;1424,140;223,097;0,701;0,676;0,958;0,721;0,721;18,000;17,000;110,077;110,077;19,167;18,917;38,083;23,833;1331,500;0,900
328,625;4040,226;30,000;23,000;7,000;0,734;0,734;118,223;118,223;556,200;GI;57,620;14,000;0,881;0,668;0,332;37,137;35,700;2779,700;1479,343;659,079;0,446;820,264;0,554;965,000;1201,000;1300,357;33,000;40,000;2779,700;0,532;0,201;44,829;32,509;57,770;16,840;1497,320;224,477;0,748;0,660;0,966;0,722;0,722;14,000;19,000;110,697;110,697;18,769;18,923;37,692;25,077;1279,890;0,690
307,325;4347,551;27,625;19,000;8,625;0,713;0,713;112,747;112,747;556,500;GI;52,250;12,000;0,864;0,544;0,456;35,233;34,700;2725,800;1902,810;1085,039;0,570;817,771;0,430;1563,000;1178,000;822,990;39,000;24,000;2725,800;0,698;0,260;48,790;34,291;57,500;16,650;1457,830;224,912;0,685;0,670;0,932;0,722;0,722;21,000;18,000;110,840;110,840;18,929;18,857;37,786;25,000;1094,690;0,754
316,000;4663,551;31,000;25,000;6,000;0,707;0,707;108,857;108,857;556,200;GI;59,410;14,000;0,920;0,220;0,780;32,195;33,417;2902,900;1830,328;1168,028;0,638;662,299;0,362;1589,000;901,000;1072,572;35,000;34,000;2902,900;0,631;0,225;52,295;31,546;55,970;16,950;1485,110;236,010;0,710;0,628;0,937;0,721;0,721;22,000;13,000;110,703;110,703;19,133;18,467;37,600;25,600;1321,120;0,902
199,880;4863,431;23,230;17,000;6,230;0,954;0,954;112,374;112,374;558,400;NBA;44,321;11,000;0,564;0,888;0,112;22,006;25,000;1501,500;1077,125;470,003;0,436;607,122;0,564;545,000;704,000;424,375;16,000;13,000;1778,700;0,717;0,223;67,320;32,644;57,190;17,030;692,570;82,540;0,868;0,707;0,960;0,728;0,728;7,000;9,000;110,771;110,771;18,375;17,875;36,250;24,813;986,560;0,844
271,975;5135,406;19,000;14,000;5,000;0,613;0,613;107,687;107,687;605,900;GI;42,310;11,000;0,801;0,600;0,400;35,254;36,000;2571,800;1547,352;766,795;0,496;780,557;0,504;1170,000;1191,000;1024,448;34,000;31,000;2525,600;0,602;0,203;45,510;33,047;54,550;17,100;1462,290;220,450;0,706;0,669;0,978;0,711;0,711;17,000;17,000;110,603;110,603;18,294;17,824;36,118;25,176;1266,600;0,923
246,325;5381,731;23,700;16,000;7,700;0,693;0,693;113,040;113,040;609,500;GI;40,700;10,000;0,691;0,823;0,177;36,444;36,000;2117,500;1757,847;884,086;0,503;873,761;0,497;1370,000;1354,000;359,653;39,000;13,000;2179,100;0,830;0,295;45,073;27,666;60,580;17,410;1148,960;195,464;0,637;0,511;0,984;0,710;0,710;20,000;19,000;110,712;110,712;18,389;17,889;36,278;24,500;1371,920;0,904
279,279;5661,010;31,825;27,000;4,825;0,748;0,748;110,579;110,579;609,500;GI;56,940;14,000;0,801;0,649;0,351;32,853;36,000;2587,200;2083,024;1015,384;0,487;1067,641;0,513;1399,000;1471,000;504,176;40,000;17,000;2525,600;0,805;0,316;52,076;29,657;60,320;17,060;1231,720;185,947;0,742;0,639;0,918;0,712;0,712;20,000;20,000;110,706;110,706;18,474;18,000;36,474;24,105;1018,840;0,855
